hs_code,heading,description,full_description,tariff_rate_pct,sector,import_value_cad,value_year,value_scope,source_url
6211.33.00,"Track suits, ski suits and swimwear; other garments.","- Other garments, men's or boys': Of man-made fibres","Track suits, ski suits and swimwear; other garments. - Other garments, men's or boys': Of man-made fibres",50,Clothing & apparel,,,Official aggregate only: C$27.6B across full measure,https://www.canada.ca/en/department-finance/programs/international-trade-finance-policy/canadas-response-us-tariffs/complete-list-us-products-subject-to-counter-tariffs.html
6211.43.10,"Track suits, ski suits and swimwear; other garments.","- Other garments, women's or girls': Of man-made fibres: Saris","Track suits, ski suits and swimwear; other garments. - Other garments, women's or girls': Of man-made fibres: Saris",50,Clothing & apparel,,,Official aggregate only: C$27.6B across full measure,https://www.canada.ca/en/department-finance/programs/international-trade-finance-policy/canadas-response-us-tariffs/complete-list-us-products-subject-to-counter-tariffs.html
6211.43.90,"Track suits, ski suits and swimwear; other garments.","- Other garments, women's or girls': Of man-made fibres: Other","Track suits, ski suits and swimwear; other garments. - Other garments, women's or girls': Of man-made fibres: Other",50,Clothing & apparel,,,Official aggregate only: C$27.6B across full measure,https://www.canada.ca/en/department-finance/programs/international-trade-finance-policy/canadas-response-us-tariffs/complete-list-us-products-subject-to-counter-tariffs.html
6809.11.00,Articles of plaster or of compositions based on plaster.,"- Boards, sheets, panels, tiles and similar articles, not ornamented: Faced or reinforced with paper or paperboard only","Articles of plaster or of compositions based on plaster. - Boards, sheets, panels, tiles and similar articles, not ornamented: Faced or reinforced with paper or paperboard only",50,Other manufactured goods,,,Official aggregate only: C$27.6B across full measure,https://www.canada.ca/en/department-finance/programs/international-trade-finance-policy/canadas-response-us-tariffs/complete-list-us-products-subject-to-counter-tariffs.html
7010.90.00,"Carboys, bottles, flasks, jars, pots, phials, ampoules and other containers, of glass, of a kind used for the conveyance or packing of goods; preserving jars of glass; stoppers, lids and other closures, of glass.",- Other,"Carboys, bottles, flasks, jars, pots, phials, ampoules and other containers, of glass, of a kind used for the conveyance or packing of goods; preserving jars of glass; stoppers, lids and other closures, of glass. - Other",50,Other manufactured goods,,,Official aggregate only: C$27.6B across full measure,https://www.canada.ca/en/department-finance/programs/international-trade-finance-policy/canadas-response-us-tariffs/complete-list-us-products-subject-to-counter-tariffs.html
7206.10.00,Iron and non-alloy steel in ingots or other primary forms (excluding iron of heading 72.03).,- Ingots,Iron and non-alloy steel in ingots or other primary forms (excluding iron of heading 72.03). - Ingots,50,"Steel, aluminum & metals",,,Official aggregate only: C$27.6B across full measure,https://www.canada.ca/en/department-finance/programs/international-trade-finance-policy/canadas-response-us-tariffs/complete-list-us-products-subject-to-counter-tariffs.html
7206.90.00,Iron and non-alloy steel in ingots or other primary forms (excluding iron of heading 72.03).,- Other,Iron and non-alloy steel in ingots or other primary forms (excluding iron of heading 72.03). - Other,50,"Steel, aluminum & metals",,,Official aggregate only: C$27.6B across full measure,https://www.canada.ca/en/department-finance/programs/international-trade-finance-policy/canadas-response-us-tariffs/complete-list-us-products-subject-to-counter-tariffs.html
7207.11.00,Semi-finished products of iron or non-alloy steel.,"- Containing by weight less than 0.25% of carbon: Of rectangular (including square) cross-section, the width measuring less than twice the thickness","Semi-finished products of iron or non-alloy steel. - Containing by weight less than 0.25% of carbon: Of rectangular (including square) cross-section, the width measuring less than twice the thickness",50,"Steel, aluminum & metals",,,Official aggregate only: C$27.6B across full measure,https://www.canada.ca/en/department-finance/programs/international-trade-finance-policy/canadas-response-us-tariffs/complete-list-us-products-subject-to-counter-tariffs.html
7207.12.00,Semi-finished products of iron or non-alloy steel.,"- Containing by weight less than 0.25% of carbon: Other, of rectangular (other than square) cross-section","Semi-finished products of iron or non-alloy steel. - Containing by weight less than 0.25% of carbon: Other, of rectangular (other than square) cross-section",50,"Steel, aluminum & metals",,,Official aggregate only: C$27.6B across full measure,https://www.canada.ca/en/department-finance/programs/international-trade-finance-policy/canadas-response-us-tariffs/complete-list-us-products-subject-to-counter-tariffs.html
7207.19.00,Semi-finished products of iron or non-alloy steel.,- Containing by weight less than 0.25% of carbon: Other,Semi-finished products of iron or non-alloy steel. - Containing by weight less than 0.25% of carbon: Other,50,"Steel, aluminum & metals",,,Official aggregate only: C$27.6B across full measure,https://www.canada.ca/en/department-finance/programs/international-trade-finance-policy/canadas-response-us-tariffs/complete-list-us-products-subject-to-counter-tariffs.html
7207.20.00,Semi-finished products of iron or non-alloy steel.,- Containing by weight 0.25% or more of carbon,Semi-finished products of iron or non-alloy steel. - Containing by weight 0.25% or more of carbon,50,"Steel, aluminum & metals",,,Official aggregate only: C$27.6B across full measure,https://www.canada.ca/en/department-finance/programs/international-trade-finance-policy/canadas-response-us-tariffs/complete-list-us-products-subject-to-counter-tariffs.html
7208.10.00,"Flat-rolled products of iron or non-alloy steel, of a width of 600 mm or more, hot-rolled, not clad, plated or coated.","- In coils, not further worked than hot-rolled, with patterns in relief","Flat-rolled products of iron or non-alloy steel, of a width of 600 mm or more, hot-rolled, not clad, plated or coated. - In coils, not further worked than hot-rolled, with patterns in relief",50,"Steel, aluminum & metals",,,Official aggregate only: C$27.6B across full measure,https://www.canada.ca/en/department-finance/programs/international-trade-finance-policy/canadas-response-us-tariffs/complete-list-us-products-subject-to-counter-tariffs.html
7208.25.00,"Flat-rolled products of iron or non-alloy steel, of a width of 600 mm or more, hot-rolled, not clad, plated or coated.","- Other, in coils, not further worked than hot-rolled, pickled: Of a thickness of 4.75 mm or more","Flat-rolled products of iron or non-alloy steel, of a width of 600 mm or more, hot-rolled, not clad, plated or coated. - Other, in coils, not further worked than hot-rolled, pickled: Of a thickness of 4.75 mm or more",50,"Steel, aluminum & metals",,,Official aggregate only: C$27.6B across full measure,https://www.canada.ca/en/department-finance/programs/international-trade-finance-policy/canadas-response-us-tariffs/complete-list-us-products-subject-to-counter-tariffs.html
7208.26.00,"Flat-rolled products of iron or non-alloy steel, of a width of 600 mm or more, hot-rolled, not clad, plated or coated.","- Other, in coils, not further worked than hot-rolled, pickled: Of a thickness of 3 mm or more but less than 4.75 mm","Flat-rolled products of iron or non-alloy steel, of a width of 600 mm or more, hot-rolled, not clad, plated or coated. - Other, in coils, not further worked than hot-rolled, pickled: Of a thickness of 3 mm or more but less than 4.75 mm",50,"Steel, aluminum & metals",,,Official aggregate only: C$27.6B across full measure,https://www.canada.ca/en/department-finance/programs/international-trade-finance-policy/canadas-response-us-tariffs/complete-list-us-products-subject-to-counter-tariffs.html
7208.27.00,"Flat-rolled products of iron or non-alloy steel, of a width of 600 mm or more, hot-rolled, not clad, plated or coated.","- Other, in coils, not further worked than hot-rolled, pickled: Of a thickness of less than 3 mm","Flat-rolled products of iron or non-alloy steel, of a width of 600 mm or more, hot-rolled, not clad, plated or coated. - Other, in coils, not further worked than hot-rolled, pickled: Of a thickness of less than 3 mm",50,"Steel, aluminum & metals",,,Official aggregate only: C$27.6B across full measure,https://www.canada.ca/en/department-finance/programs/international-trade-finance-policy/canadas-response-us-tariffs/complete-list-us-products-subject-to-counter-tariffs.html
7208.36.00,"Flat-rolled products of iron or non-alloy steel, of a width of 600 mm or more, hot-rolled, not clad, plated or coated.","- Other, in coils, not further worked than hot-rolled: Of a thickness exceeding 10 mm","Flat-rolled products of iron or non-alloy steel, of a width of 600 mm or more, hot-rolled, not clad, plated or coated. - Other, in coils, not further worked than hot-rolled: Of a thickness exceeding 10 mm",50,"Steel, aluminum & metals",,,Official aggregate only: C$27.6B across full measure,https://www.canada.ca/en/department-finance/programs/international-trade-finance-policy/canadas-response-us-tariffs/complete-list-us-products-subject-to-counter-tariffs.html
7208.37.00,"Flat-rolled products of iron or non-alloy steel, of a width of 600 mm or more, hot-rolled, not clad, plated or coated.","- Other, in coils, not further worked than hot-rolled: Of a thickness of 4.75 mm or more but not exceeding 10 mm","Flat-rolled products of iron or non-alloy steel, of a width of 600 mm or more, hot-rolled, not clad, plated or coated. - Other, in coils, not further worked than hot-rolled: Of a thickness of 4.75 mm or more but not exceeding 10 mm",50,"Steel, aluminum & metals",,,Official aggregate only: C$27.6B across full measure,https://www.canada.ca/en/department-finance/programs/international-trade-finance-policy/canadas-response-us-tariffs/complete-list-us-products-subject-to-counter-tariffs.html
